date,tempC
20180923,9.100000381469727
20180924,6.699999809265137
20180925,4.599999904632568
20180926,3.9000000953674316
20180927,10.300000190734863
20180928,6.0
20180929,3.9000000953674316
20180930,4.099999904632568
20181001,8.300000190734863
20181002,4.099999904632568
20181003,2.5999999046325684
20181004,3.9000000953674316
20181005,2.4000000953674316
20181006,8.199999809265137
20181007,3.5
20181008,2.0
20181009,7.199999809265137
20181010,10.800000190734863
20181011,12.100000381469727
20181012,10.199999809265137
20181013,8.300000190734863
20181014,13.899999618530273
20181015,13.300000190734863
20181016,12.100000381469727
20181017,8.5
20181018,10.699999809265137
20181019,6.199999809265137
20181020,2.5999999046325684
20181021,3.9000000953674316
20181022,8.399999618530273
20181023,5.699999809265137
20181024,3.799999952316284
20181025,2.0
20181026,-0.5
20181027,-2.200000047683716
20181028,-1.5
20181029,-2.700000047683716
20181030,-2.700000047683716
20181031,1.2999999523162842
20181101,6.400000095367432
20181102,3.5999999046325684
20181103,6.900000095367432
20181104,3.200000047683716
20181105,4.5
20181106,2.5
20181107,5.599999904632568
20181108,5.699999809265137
20181109,5.300000190734863
20181110,5.0
20181111,5.5
20181112,6.400000095367432
20181113,6.599999904632568
20181114,6.099999904632568
20181115,5.0
20181116,7.900000095367432
20181117,6.400000095367432
20181118,3.5999999046325684
20181119,1.0
20181120,-0.699999988079071
20181121,-3.5
20181122,-0.5
20181123,-5.699999809265137
20181124,-10.300000190734863
20181125,-6.5
20181126,-4.199999809265137
20181127,-6.0
20181128,-9.5
20181129,-10.699999809265137
20181130,-2.0999999046325684
20181201,1.399999976158142
20181202,2.200000047683716
20181203,1.5
20181204,2.799999952316284
20181205,2.200000047683716
20181206,-4.800000190734863
20181207,-2.0999999046325684
20181208,-1.2999999523162842
20181209,-0.10000000149011612
20181210,-0.6000000238418579
20181211,-1.7000000476837158
20181212,-0.699999988079071
20181213,-3.200000047683716
20181214,-4.099999904632568
20181215,-6.5
20181216,-9.5
20181217,-3.799999952316284
20181218,-4.300000190734863
20181219,-3.799999952316284
20181220,-2.200000047683716
20181221,-1.5
20181222,-4.0
20181223,-7.0
20181224,-12.600000381469727
20181225,-11.899999618530273
20181226,-0.8999999761581421
20181227,1.0
20181228,-1.5
20181229,-5.0
20181230,-5.5
20181231,-5.0
20190101,-3.299999952316284
20190102,1.2000000476837158
20190103,-2.700000047683716
20190104,-2.5
20190105,0.800000011920929
20190106,1.5
20190107,-0.800000011920929
20190108,-0.30000001192092896
20190109,-1.600000023841858
20190110,-5.099999904632568
20190111,-6.699999809265137
20190112,-1.899999976158142
20190113,-5.400000095367432
20190114,-5.900000095367432
20190115,-6.599999904632568
20190116,-7.199999809265137
20190117,-10.300000190734863
20190118,-9.399999618530273
20190119,-11.100000381469727
20190120,-10.100000381469727
20190121,-12.5
20190122,-8.399999618530273
20190123,-6.400000095367432
20190124,-6.300000190734863
20190125,-6.900000095367432
20190126,-6.300000190734863
20190127,-7.099999904632568
20190128,-9.300000190734863
20190129,-5.300000190734863
20190130,-7.599999904632568
20190131,-13.199999809265137
20190201,-10.0
20190202,-4.800000190734863
20190203,-4.5
20190204,-9.300000190734863
20190205,-8.800000190734863
20190206,-4.099999904632568
20190207,-12.199999809265137
20190208,-1.899999976158142
20190209,0.10000000149011612
20190210,1.600000023841858
20190211,1.5
20190212,-1.899999976158142
20190213,-4.5
20190214,2.799999952316284
20190215,1.0
20190216,2.5
20190217,1.5
20190218,0.0
20190219,2.4000000953674316
20190220,2.5
20190221,-1.399999976158142
20190222,-4.699999809265137
20190223,-3.5999999046325684
20190224,0.6000000238418579
20190225,3.0
20190226,1.7000000476837158
20190227,4.699999809265137
20190228,2.5999999046325684
20190301,2.0
20190302,-1.899999976158142
20190303,-1.899999976158142
20190304,-1.2999999523162842
20190305,-2.5
20190306,-6.800000190734863
20190307,-7.800000190734863
20190308,-0.4000000059604645
20190309,-0.4000000059604645
20190310,-5.5
20190311,-7.599999904632568
20190312,-7.400000095367432
20190313,-9.100000381469727
20190314,-0.800000011920929
20190315,0.30000001192092896
20190316,-1.0
20190317,-2.200000047683716
20190318,0.30000001192092896
20190319,-0.30000001192092896
20190320,-2.0
20190321,2.9000000953674316
20190322,4.5
20190323,1.5
20190324,5.0
20190325,2.200000047683716
20190326,0.699999988079071
20190327,0.699999988079071
20190328,2.9000000953674316
20190329,5.099999904632568
20190330,6.599999904632568
20190331,3.700000047683716
20190401,0.30000001192092896
20190402,-0.6000000238418579
20190403,2.0
20190404,2.9000000953674316
20190405,5.199999809265137
20190406,1.100000023841858
20190407,4.400000095367432
20190408,2.5
20190409,0.5
20190410,-2.4000000953674316
20190411,-1.600000023841858
20190412,-2.700000047683716
20190413,-1.100000023841858
20190414,0.0
20190415,1.100000023841858
20190416,2.799999952316284
20190417,4.199999809265137
20190418,7.5
20190419,9.100000381469727
20190420,8.699999809265137
20190421,11.100000381469727
20190422,10.699999809265137
20190423,11.0
20190424,11.0
20190425,10.600000381469727
20190426,12.100000381469727
20190427,13.0
20190428,12.800000190734863
20190429,10.899999618530273
20190430,11.399999618530273
20190501,13.100000381469727
20190502,9.199999809265137
20190503,2.4000000953674316
20190504,0.20000000298023224
20190505,1.100000023841858
20190506,2.700000047683716
20190507,2.700000047683716
20190508,2.299999952316284
20190509,4.099999904632568
20190510,6.0
20190511,6.800000190734863
20190512,9.100000381469727
20190513,6.699999809265137
20190514,5.400000095367432
20190515,6.800000190734863
20190516,10.600000381469727
20190517,12.0
20190518,12.5
20190519,13.600000381469727
20190520,13.100000381469727
20190521,15.300000190734863
20190522,17.0
20190523,16.700000762939453
20190524,12.699999809265137
20190525,9.399999618530273
20190526,10.600000381469727
20190527,8.600000381469727
20190528,7.900000095367432
20190529,9.399999618530273
20190530,7.900000095367432
20190531,7.699999809265137
20190601,9.800000190734863
20190602,8.399999618530273
20190603,11.899999618530273
20190604,15.5
20190605,13.0
20190606,16.5
20190607,21.799999237060547
20190608,19.200000762939453
20190609,16.0
20190610,11.600000381469727
20190611,13.300000190734863
20190612,12.0
20190613,7.900000095367432
20190614,10.100000381469727
20190615,15.399999618530273
20190616,17.799999237060547
20190617,17.899999618530273
20190618,15.899999618530273
20190619,14.800000190734863
20190620,18.200000762939453
20190621,17.700000762939453
20190622,14.600000381469727
20190623,14.0
20190624,13.800000190734863
20190625,15.0
20190626,15.0
20190627,15.300000190734863
20190628,14.199999809265137
20190629,14.600000381469727
20190630,18.899999618530273
20190701,19.100000381469727
20190702,15.600000381469727
20190703,11.100000381469727
20190704,10.5
20190705,7.900000095367432
20190706,11.0
20190707,11.100000381469727
20190708,13.399999618530273
20190709,13.100000381469727
20190710,14.0
20190711,15.899999618530273
20190712,15.600000381469727
20190713,14.899999618530273
20190714,15.100000381469727
20190715,15.0
20190716,11.699999809265137
20190717,10.600000381469727
20190718,15.199999809265137
20190719,17.100000381469727
20190720,16.600000381469727
20190721,17.299999237060547
20190722,15.699999809265137
20190723,16.899999618530273
20190724,16.899999618530273
20190725,19.600000381469727
20190726,21.799999237060547
20190727,23.0
20190728,21.299999237060547
20190729,21.899999618530273
20190730,19.0
20190731,12.199999809265137
20190801,11.800000190734863
20190802,15.0
20190803,16.200000762939453
20190804,14.300000190734863
20190805,12.199999809265137
20190806,13.899999618530273
20190807,13.100000381469727
20190808,15.600000381469727
20190809,14.800000190734863
20190810,15.800000190734863
20190811,13.800000190734863
20190812,14.899999618530273
20190813,15.100000381469727
20190814,14.199999809265137
20190815,11.399999618530273
20190816,12.5
20190817,13.899999618530273
20190818,13.0
20190819,14.699999809265137
20190820,13.5
20190821,14.100000381469727
20190822,13.699999809265137
20190823,11.199999809265137
20190824,14.5
20190825,14.800000190734863
20190826,15.699999809265137
20190827,16.399999618530273
20190828,17.200000762939453
20190829,18.600000381469727
20190830,17.200000762939453
20190831,14.0
20190901,15.300000190734863
20190902,15.600000381469727
20190903,11.300000190734863
20190904,10.0
20190905,9.100000381469727
20190906,11.399999618530273
20190907,8.300000190734863
20190908,10.600000381469727
20190909,10.600000381469727
20190910,10.699999809265137
20190911,14.899999618530273
20190912,12.300000190734863
20190913,12.600000381469727
20190914,10.600000381469727
20190915,9.0
20190916,11.199999809265137
20190917,8.100000381469727
20190918,6.0
20190919,7.400000095367432
20190920,6.199999809265137
20190921,7.699999809265137
20190922,10.399999618530273
20190923,6.300000190734863
20190924,6.099999904632568
20190925,5.699999809265137
20190926,7.699999809265137
20190927,8.600000381469727
20190928,6.099999904632568
20190929,10.800000190734863
20190930,9.699999809265137
20191001,5.199999809265137
20191002,3.0999999046325684
20191003,4.5
20191004,2.0999999046325684
20191005,0.0
20191006,-1.2999999523162842
20191007,-1.2999999523162842
20191008,0.5
20191009,0.20000000298023224
20191010,2.799999952316284
20191011,5.599999904632568
20191012,7.400000095367432
20191013,8.100000381469727
20191014,5.0
20191015,5.099999904632568
20191016,4.699999809265137
20191017,5.599999904632568
20191018,4.400000095367432
20191019,7.0
20191020,8.199999809265137
20191021,5.300000190734863
20191022,3.200000047683716
20191023,6.199999809265137
20191024,7.699999809265137
20191025,7.800000190734863
20191026,8.100000381469727
20191027,2.299999952316284
20191028,0.20000000298023224
20191029,-0.800000011920929
20191030,0.6000000238418579
20191031,-1.100000023841858
20191101,0.10000000149011612
20191102,-1.2000000476837158
20191103,-0.10000000149011612
20191104,-2.299999952316284
20191105,-3.5
20191106,-3.299999952316284
20191107,-3.5
20191108,-2.9000000953674316
20191109,-1.600000023841858
20191110,-2.200000047683716
20191111,-5.300000190734863
20191112,-2.9000000953674316
20191113,0.800000011920929
20191114,1.0
20191115,-0.5
20191116,-0.4000000059604645
20191117,0.6000000238418579
20191118,3.200000047683716
20191119,3.0
20191120,4.599999904632568
20191121,2.0999999046325684
20191122,4.199999809265137
20191123,3.0999999046325684
20191124,2.5999999046325684
20191125,0.5
20191126,-0.10000000149011612
20191127,0.699999988079071
20191128,-0.10000000149011612
20191129,-1.600000023841858
20191130,-4.5
20191201,-6.199999809265137
20191202,-7.400000095367432
20191203,-8.0
20191204,-4.5
20191205,0.5
20191206,4.300000190734863
20191207,3.0999999046325684
20191208,0.0
20191209,-0.800000011920929
20191210,0.30000001192092896
20191211,-6.400000095367432
20191212,0.8999999761581421
20191213,0.8999999761581421
20191214,0.0
20191215,0.4000000059604645
20191216,0.699999988079071
20191217,0.6000000238418579
20191218,1.0
20191219,-2.0
20191220,-4.599999904632568
20191221,1.0
20191222,2.0
20191223,1.0
20191224,-0.30000001192092896
20191225,-0.10000000149011612
20191226,-0.800000011920929
20191227,-2.200000047683716
20191228,-5.900000095367432
20191229,-6.0
20191230,2.700000047683716
20191231,5.5
20200101,1.0
20200102,2.200000047683716
20200103,4.0
20200104,2.700000047683716
20200105,-1.2000000476837158
20200106,-2.4000000953674316
20200107,3.0999999046325684
20200108,3.700000047683716
20200109,4.099999904632568
20200110,-1.0
20200111,-5.599999904632568
20200112,-0.4000000059604645
20200113,2.5
20200114,-0.6000000238418579
20200115,1.899999976158142
20200116,4.800000190734863
20200117,4.400000095367432
20200118,3.4000000953674316
20200119,3.0
20200120,-0.8999999761581421
20200121,1.7000000476837158
20200122,4.099999904632568
20200123,-0.699999988079071
20200124,-0.10000000149011612
20200125,2.799999952316284
20200126,-1.0
20200127,3.5999999046325684
20200128,2.5999999046325684
20200129,1.2000000476837158
20200130,0.5
20200131,-0.6000000238418579
20200201,-0.30000001192092896
20200202,4.0
20200203,0.20000000298023224
20200204,-3.299999952316284
20200205,-4.400000095367432
20200206,-2.200000047683716
20200207,0.20000000298023224
20200208,-0.20000000298023224
20200209,0.8999999761581421
20200210,2.0999999046325684
20200211,3.0
20200212,0.20000000298023224
20200213,0.20000000298023224
20200214,-3.299999952316284
20200215,-2.700000047683716
20200216,2.0999999046325684
20200217,5.400000095367432
20200218,3.4000000953674316
20200219,3.5999999046325684
20200220,-0.10000000149011612
20200221,-0.8999999761581421
20200222,2.200000047683716
20200223,3.700000047683716
20200224,1.2000000476837158
20200225,-1.7000000476837158
20200226,-3.0
20200227,-4.199999809265137
20200228,-6.199999809265137
20200229,-5.800000190734863
20200301,-1.600000023841858
20200302,0.20000000298023224
20200303,1.0
20200304,-0.4000000059604645
20200305,-0.6000000238418579
20200306,-2.700000047683716
20200307,-1.2999999523162842
20200308,-2.5
20200309,1.600000023841858
20200310,3.5999999046325684
20200311,2.0
20200312,2.799999952316284
20200313,1.2999999523162842
20200314,-1.600000023841858
20200315,-4.0
20200316,1.0
20200317,0.5
20200318,3.0999999046325684
20200319,3.799999952316284
20200320,2.5999999046325684
20200321,-1.2000000476837158
20200322,-1.5
20200323,-2.799999952316284
20200324,1.0
20200325,2.0
20200326,4.199999809265137
20200327,4.699999809265137
20200328,4.300000190734863
20200329,0.4000000059604645
20200330,-0.8999999761581421
20200331,-2.200000047683716
20200401,1.5
20200402,3.5999999046325684
20200403,0.6000000238418579
20200404,-0.10000000149011612
20200405,-0.5
20200406,1.7999999523162842
20200407,5.900000095367432
20200408,4.599999904632568
20200409,5.400000095367432
20200410,3.5
20200411,3.5
20200412,1.899999976158142
20200413,5.800000190734863
20200414,1.600000023841858
20200415,1.7000000476837158
20200416,7.199999809265137
20200417,4.900000095367432
20200418,3.299999952316284
20200419,4.400000095367432
20200420,6.800000190734863
20200421,8.300000190734863
20200422,10.0
20200423,12.5
20200424,10.600000381469727
20200425,7.0
20200426,6.400000095367432
20200427,5.099999904632568
20200428,2.0999999046325684
20200429,0.8999999761581421
20200430,1.899999976158142
20200501,2.700000047683716
20200502,3.0
20200503,5.699999809265137
20200504,6.699999809265137
20200505,3.0999999046325684
20200506,5.900000095367432
20200507,7.099999904632568
20200508,6.800000190734863
20200509,7.400000095367432
20200510,8.300000190734863
20200511,4.0
20200512,2.200000047683716
20200513,1.2999999523162842
20200514,3.200000047683716
20200515,3.9000000953674316
20200516,3.700000047683716
20200517,4.099999904632568
20200518,5.199999809265137
20200519,6.699999809265137
20200520,6.699999809265137
20200521,7.300000190734863
20200522,10.100000381469727
20200523,10.899999618530273
20200524,8.100000381469727
20200525,8.199999809265137
20200526,11.699999809265137
20200527,13.300000190734863
20200528,12.0
20200529,10.899999618530273
20200530,12.5
20200531,12.899999618530273
20200601,15.199999809265137
20200602,18.299999237060547
20200603,17.299999237060547
20200604,13.0
20200605,11.699999809265137
20200606,12.0
20200607,11.399999618530273
20200608,11.5
20200609,11.699999809265137
20200610,12.300000190734863
20200611,14.899999618530273
20200612,16.100000381469727
20200613,16.600000381469727
20200614,16.899999618530273
20200615,17.600000381469727
20200616,18.899999618530273
20200617,17.399999618530273
20200618,14.300000190734863
20200619,17.899999618530273
20200620,20.5
20200621,19.200000762939453
20200622,18.799999237060547
20200623,16.600000381469727
20200624,18.899999618530273
20200625,21.0
20200626,21.200000762939453
20200627,21.899999618530273
20200628,21.600000381469727
20200629,18.399999618530273
20200630,16.399999618530273
20200701,13.100000381469727
20200702,12.399999618530273
20200703,11.399999618530273
20200704,11.100000381469727
20200705,12.100000381469727
20200706,12.199999809265137
20200707,10.800000190734863
20200708,10.100000381469727
20200709,9.5
20200710,11.399999618530273
20200711,11.600000381469727
20200712,12.0
20200713,11.899999618530273
20200714,12.5
20200715,12.300000190734863
20200716,13.399999618530273
20200717,16.799999237060547
20200718,16.0
20200719,16.200000762939453
20200720,15.899999618530273
20200721,14.899999618530273
20200722,12.199999809265137
20200723,11.699999809265137
20200724,11.800000190734863
20200725,11.699999809265137
20200726,13.199999809265137
20200727,14.100000381469727
20200728,15.600000381469727
20200729,13.199999809265137
20200730,11.600000381469727
20200731,13.600000381469727
20200801,15.600000381469727
20200802,17.600000381469727
20200803,16.5
20200804,15.100000381469727
20200805,12.300000190734863
20200806,11.399999618530273
20200807,17.100000381469727
20200808,19.399999618530273
20200809,19.5
20200810,17.0
20200811,16.200000762939453
20200812,16.100000381469727
20200813,17.600000381469727
20200814,18.0
20200815,18.100000381469727
20200816,19.399999618530273
20200817,18.799999237060547
20200818,18.700000762939453
20200819,18.899999618530273
20200820,18.200000762939453
20200821,16.799999237060547
20200822,16.299999237060547
20200823,17.399999618530273
20200824,14.600000381469727
20200825,11.5
20200826,9.0
20200827,9.5
20200828,9.800000190734863
20200829,10.399999618530273
20200830,10.600000381469727
20200831,10.800000190734863
20200901,8.199999809265137
20200902,10.600000381469727
20200903,11.5
20200904,12.199999809265137
20200905,13.300000190734863
20200906,12.0
20200907,9.399999618530273
20200908,10.100000381469727
20200909,12.699999809265137
20200910,9.699999809265137
20200911,7.599999904632568
20200912,8.800000190734863
20200913,10.300000190734863
20200914,9.300000190734863
20200915,14.899999618530273
20200916,13.300000190734863
20200917,10.199999809265137
20200918,7.5
20200919,10.399999618530273
20200920,8.5
20200921,7.800000190734863
20200922,11.399999618530273
20200923,11.199999809265137
20200924,12.5
20200925,11.199999809265137
20200926,9.800000190734863
20200927,8.100000381469727
20200928,9.0
20200929,9.199999809265137
20200930,10.199999809265137
20201001,10.899999618530273
20201002,9.399999618530273
20201003,11.100000381469727
20201004,10.5
20201005,11.199999809265137
20201006,9.899999618530273
20201007,9.100000381469727
20201008,10.300000190734863
20201009,9.5
20201010,7.699999809265137
20201011,6.800000190734863
20201012,5.099999904632568
20201013,4.199999809265137
20201014,3.0
20201015,2.4000000953674316
20201016,3.4000000953674316
20201017,3.9000000953674316
20201018,2.700000047683716
20201019,1.7000000476837158
20201020,0.699999988079071
20201021,0.699999988079071
20201022,7.599999904632568
20201023,9.0
20201024,1.100000023841858
20201025,0.699999988079071
20201026,7.199999809265137
20201027,7.800000190734863
20201028,6.800000190734863
20201029,6.300000190734863
20201030,6.0
20201031,4.099999904632568
20201101,4.599999904632568
20201102,7.900000095367432
20201103,10.699999809265137
20201104,5.599999904632568
20201105,4.199999809265137
20201106,4.699999809265137
20201107,6.599999904632568
20201108,5.900000095367432
20201109,4.599999904632568
20201110,2.0
20201111,2.200000047683716
20201112,4.199999809265137
20201113,3.0999999046325684
20201114,4.099999904632568
20201115,5.300000190734863
20201116,5.900000095367432
20201117,7.5
20201118,7.0
20201119,9.199999809265137
20201120,2.0999999046325684
20201121,-2.4000000953674316
20201122,2.0999999046325684
20201123,3.0
20201124,0.5
20201125,2.9000000953674316
20201126,6.800000190734863
20201127,1.2000000476837158
20201128,-3.4000000953674316
20201129,-4.699999809265137
20201130,-5.599999904632568
20201201,-1.899999976158142
20201202,-1.2999999523162842
20201203,-1.5
20201204,-1.100000023841858
20201205,-0.20000000298023224
20201206,0.5
20201207,1.899999976158142
20201208,2.5999999046325684
20201209,0.800000011920929
20201210,0.5
20201211,0.10000000149011612
20201212,-1.2000000476837158
20201213,0.0
20201214,1.2999999523162842
20201215,-0.30000001192092896
20201216,3.4000000953674316
20201217,1.7000000476837158
20201218,2.0
20201219,3.0999999046325684
20201220,4.400000095367432
20201221,4.699999809265137
20201222,4.400000095367432
20201223,2.0
20201224,0.20000000298023224
20201225,-2.5999999046325684
20201226,-3.0999999046325684
20201227,-4.900000095367432
20201228,0.30000001192092896
20201229,0.800000011920929
20201230,1.100000023841858
20201231,-0.10000000149011612
